index,id,title,year,age,imdb,rotten_tomatoes,netflix,hulu,prime_video,directors,genres,language,runtime
879,880,Earth to Echo,2014,7+,5.8,51,TRUE,FALSE,FALSE,Dave Green,Adventure,English,91
5007,5008,East Side Sushi,2014,7+,7.1,95,FALSE,FALSE,TRUE,Anthony Lucero,Drama,"English,Spanish",106
7321,7322,"Easy Come, Easy Go",1967,7+,5.3,43,FALSE,FALSE,TRUE,John Rich,Adventure,English,95
6171,6172,Eating Out,2004,18+,5.8,16,FALSE,FALSE,TRUE,Q. Allan Brocka,Comedy,English,90
408,409,Echo in the Canyon,2019,13+,7,92,TRUE,FALSE,FALSE,Andrew Slater,Documentary,English,82
593,594,Eddie Murphy: Delirious,1983,18+,8.2,83,TRUE,FALSE,FALSE,Bruce Gowers,Comedy,English,69
7489,7490,Eichmann,2007,18+,5.9,38,FALSE,FALSE,TRUE,Chris Weitz,Biography,"English,Spanish,French,German",122
16320,16321,Eight Below,2006,7+,7.3,72,FALSE,FALSE,FALSE,Frank Marshall,Adventure,English,120
4474,4475,Eighth Grade,2018,18+,7.4,99,FALSE,FALSE,TRUE,Bo Burnham,Comedy,English,93
1571,1572,El Camino Christmas,2017,18+,5.7,40,TRUE,FALSE,FALSE,David E. Talbert,Comedy,English,89
68,69,El Camino: A Breaking Bad Movie,2019,18+,7.4,91,TRUE,FALSE,FALSE,Vince Gilligan,Action,English,122
9908,9909,Electric Slide,2014,18+,4.7,14,FALSE,FALSE,TRUE,Tristan Patterson,Action,English,95
5005,5006,Electrick Children,2012,18+,6.8,88,FALSE,FALSE,TRUE,Rebecca Thomas,Drama,English,96
5186,5187,Elizabethtown,2005,13+,6.4,29,FALSE,FALSE,TRUE,Cameron Crowe,Comedy,English,123
5307,5308,Elvis & Nixon,2016,18+,6.4,77,FALSE,FALSE,TRUE,Liza Johnson,Comedy,English,86
71,72,End of Watch,2012,18+,7.6,85,TRUE,FALSE,FALSE,David Ayer,Action,"English,Spanish",109
6787,6788,Entertaining Angels - The Dorothy Day Story,1996,13+,6.1,50,FALSE,FALSE,TRUE,Michael Ray Rhodes,Biography,English,110
180,181,Equilibrium,2002,18+,7.4,40,TRUE,FALSE,FALSE,Kurt Wimmer,Action,English,107
6320,6321,Escanaba in da Moonlight,2001,13+,6.5,50,FALSE,FALSE,TRUE,Jeff Daniels,Comedy,English,91
6671,6672,Escape Plan: The Extractors,2019,18+,4.4,27,FALSE,FALSE,TRUE,John Herzfeld,Action,"English,Chinese,German",97
3588,3589,Escape from Alcatraz,1979,7+,7.6,96,FALSE,TRUE,TRUE,Don Siegel,Biography,English,112
4487,4488,Escape from New York,1981,18+,7.2,86,FALSE,FALSE,TRUE,John Carpenter,Action,English,99
16402,16403,Escape to Witch Mountain,1975,all,6.4,76,FALSE,FALSE,FALSE,John Hough,Adventure,English,97
3719,3720,Europa Report,2013,13+,6.4,81,FALSE,TRUE,FALSE,Sebastián Cordero,Drama,"English,Russian,Chinese",90
5267,5268,Every Little Step,2008,13+,7.5,92,FALSE,FALSE,TRUE,"Adam Del Deo,James D. Stern",Documentary,English,96
218,219,Everybody's Everything,2019,18+,7.4,100,TRUE,FALSE,FALSE,"Sebastian Jones,Ramez Silyan",Documentary,English,116
610,611,Evolution,2001,13+,6.1,43,TRUE,TRUE,TRUE,Ivan Reitman,Comedy,English,101
3758,3759,Experimenter,2015,13+,6.6,85,FALSE,TRUE,FALSE,Michael Almereyda,Biography,English,98
7293,7294,Explicit Ills,2008,18+,5.7,54,FALSE,FALSE,TRUE,Mark Webber,Drama,English,87
4774,4775,Explorers,1985,7+,6.6,77,FALSE,FALSE,TRUE,Joe Dante,Adventure,"English,German",109
6194,6195,Extinction,2015,18+,5.8,20,FALSE,FALSE,TRUE,Ben Young,Action,English,95
112,113,Extraction,2020,18+,6.8,68,TRUE,FALSE,FALSE,Sam Hargrave,Action,"English,Hindi,Bengali",116
385,386,"Extremely Wicked, Shockingly Evil and Vile",2019,18+,6.6,55,TRUE,FALSE,FALSE,Joe Berlinger,Biography,English,110
6116,6117,Extremities,1986,18+,6.3,40,FALSE,FALSE,TRUE,Robert M. Young,Drama,English,89
4936,4937,F/X,1986,18+,6.7,88,FALSE,FALSE,TRUE,Robert Mandel,Action,English,109
6457,6458,F/X2,1991,13+,5.9,38,FALSE,FALSE,TRUE,Richard Franklin,Action,English,108
4873,4874,Fahrenheit 11/9,2018,18+,6.9,81,FALSE,FALSE,TRUE,Michael Moore,Documentary,English,128
932,933,Failure to Launch,2006,13+,5.6,24,TRUE,FALSE,FALSE,Tom Dey,Comedy,English,97
820,821,"Faith, Hope & Love",2019,7+,6.1,80,TRUE,FALSE,FALSE,"J.J. Englert,Robert Krantz",Comedy,English,106
5854,5855,Falcon Rising,2014,18+,5.8,43,FALSE,FALSE,TRUE,Ernie Barbarash,Action,English,103
953,954,Falling Inn Love,2019,7+,5.6,61,TRUE,FALSE,FALSE,Roger Kumble,Comedy,English,98
6779,6780,Falling Overnight,2011,18+,6.7,40,FALSE,FALSE,TRUE,Conrad Jackson,Drama,English,86
16268,16269,Fantasia,1940,all,7.8,94,FALSE,FALSE,FALSE,"James Algar,Samuel Armstrong,Ford Beebe Jr.,Norman Ferguson,David Hand,Jim Handley,T. Hee,Wilfred Jackson,Hamilton Luske,Bill Roberts,Paul Satterfield,Ben Sharpsteen",Animation,English,125
16317,16318,Fantasia 2000,1999,all,7.2,81,FALSE,FALSE,FALSE,"James Algar,Gaëtan Brizzi,Paul Brizzi,Hendel Butoy,Francis Glebas,Eric Goldberg,Don Hahn,Pixote Hunt",Animation,English,75
4920,4921,Fast Color,2019,13+,6,82,FALSE,FALSE,TRUE,Julia Hart,Drama,English,100
4779,4780,Fat City,1972,7+,7.3,100,FALSE,FALSE,TRUE,John Huston,Drama,"English,Spanish",96
5601,5602,Father's Day,2011,18+,6,80,FALSE,FALSE,TRUE,George A. Romero,Comedy,English,120
6338,6339,Fear City,1984,18+,5.7,67,FALSE,FALSE,TRUE,Abel Ferrara,Crime,English,95
5903,5904,Feast of Love,2007,18+,6.6,39,FALSE,FALSE,TRUE,Robert Benton,Drama,English,97
39,40,Ferris Bueller's Day Off,1986,13+,7.8,80,TRUE,FALSE,FALSE,John Hughes,Comedy,"English,German",103
4523,4524,Fiddler on the Roof,1971,all,8,83,FALSE,FALSE,TRUE,Norman Jewison,Drama,"English,Hebrew,Russian",181
353,354,Final Destination,2000,18+,6.7,35,TRUE,FALSE,FALSE,James Wong,Horror,"English,French",98
9311,9312,Final Exam,1981,18+,4.7,13,FALSE,FALSE,TRUE,Jimmy Huston,Horror,English,89
4980,4981,Finders Keepers,2015,18+,6.8,98,FALSE,FALSE,TRUE,"Bryan Carberry,Clay Tweel",Documentary,English,82
16252,16253,Finding Dory,2016,7+,7.3,94,FALSE,FALSE,FALSE,"Andrew Stanton,Angus MacLane",Animation,"English,Indonesian",97
595,596,Fire in Paradise,2019,18+,7.4,80,TRUE,FALSE,FALSE,"Zackary Canepari,Drea Cooper",Documentary,English,39
719,720,First Match,2018,18+,6.3,82,TRUE,FALSE,FALSE,Olivia Newman,Drama,English,102
15490,15491,Fish Without a Bicycle,2003,18+,3.8,10,FALSE,FALSE,TRUE,Brian Austin Green,Comedy,English,97
7701,7702,Fled,1996,18+,5.4,16,FALSE,FALSE,TRUE,Kevin Hooks,Action,"English,Spanish",98
16312,16313,Flight of the Navigator,1986,7+,6.9,83,FALSE,FALSE,FALSE,Randal Kleiser,Adventure,English,90
3946,3947,Flower,2017,18+,6,50,FALSE,TRUE,FALSE,Max Winkler,Comedy,English,90
16457,16458,Flubber,1997,7+,5.3,24,FALSE,FALSE,FALSE,Les Mayfield,Comedy,English,93
3845,3846,Food Evolution,2017,7+,7,100,FALSE,TRUE,FALSE,Scott Hamilton Kennedy,Documentary,English,92
3622,3623,"Food, Inc.",2008,7+,7.8,95,FALSE,TRUE,FALSE,Robert Kenner,Documentary,English,94
3749,3750,Footloose,2011,13+,5.9,69,FALSE,TRUE,TRUE,Craig Brewer,Comedy,English,113
1018,1019,For Colored Girls,2010,18+,6.1,32,TRUE,FALSE,FALSE,Tyler Perry,Drama,English,133
1025,1026,For Love or Money,1993,7+,6.2,37,TRUE,FALSE,FALSE,Barry Sonnenfeld,Comedy,English,96
6894,6895,For Pete's Sake,1974,7+,6.2,50,FALSE,FALSE,TRUE,Peter Yates,Comedy,English,90
6375,6376,Forbidden World,1982,18+,5.2,60,FALSE,FALSE,TRUE,Allan Holzman,Horror,English,77
3647,3648,Force Majeure,2014,18+,7.3,94,FALSE,TRUE,FALSE,"Nat Faxon,Jim Rash",Comedy,English,86
3830,3831,Forever My Girl,2018,7+,6.7,24,FALSE,TRUE,TRUE,Bethany Ashton Wolf,Drama,English,108
494,495,Forks Over Knives,2011,7+,7.7,59,TRUE,FALSE,FALSE,Lee Fulkerson,Documentary,English,96
5695,5696,Four Sheets to the Wind,2007,18+,6.3,100,FALSE,FALSE,TRUE,Sterlin Harjo,Drama,"English,Creek",81
4000,4001,Foxfire,1996,18+,6.2,27,FALSE,TRUE,TRUE,Annette Haywood-Carter,Drama,English,102
5362,5363,Foxy Brown,1974,18+,6.5,60,FALSE,FALSE,TRUE,Jack Hill,Action,English,92
134,135,Frances Ha,2013,18+,7.5,92,TRUE,FALSE,FALSE,Noah Baumbach,Comedy,"French,English",86
16407,16408,Frank and Ollie,1995,7+,7.8,88,FALSE,FALSE,FALSE,Theodore Thomas,Documentary,English,89
16299,16300,Frankenweenie,2012,7+,6.9,87,FALSE,FALSE,FALSE,Tim Burton,Animation,English,87
16324,16325,Freaky Friday,2003,7+,6.1,88,FALSE,FALSE,FALSE,Mark Waters,Comedy,"English,Mandarin",97
3995,3996,Free Birds,2013,7+,5.9,19,FALSE,TRUE,FALSE,Jimmy Hayward,Animation,English,91
5394,5395,Free Enterprise,1998,18+,6.8,83,FALSE,FALSE,TRUE,Robert Meyer Burnett,Comedy,English,113
8154,8155,Free Ride,2013,18+,5.6,14,FALSE,FALSE,TRUE,Shana Betz,Action,English,86
3580,3581,Free Solo,2018,13+,8.2,97,FALSE,TRUE,FALSE,"Jimmy Chin,Elizabeth Chai Vasarhelyi",Documentary,English,100
4086,4087,Free Willy 3: The Rescue,1997,7+,4.7,44,FALSE,TRUE,FALSE,Sam Pillsbury,Adventure,English,86
4685,4686,Friday the 13th,1980,18+,6.5,63,FALSE,FALSE,TRUE,Sean S. Cunningham,Horror,English,95
5456,5457,Friday the 13th Part 2,1981,18+,6.1,28,FALSE,FALSE,TRUE,Steve Miner,Horror,English,87
4009,4010,Friday the 13th Part III,1982,18+,5.7,12,FALSE,TRUE,TRUE,Steve Miner,Horror,English,95
3937,3938,Friday the 13th: The Final Chapter,1984,18+,6,20,FALSE,TRUE,TRUE,Joseph Zito,Horror,English,91
10021,10022,Friended to Death,2013,18+,4.9,42,FALSE,FALSE,TRUE,Sarah Smick,Comedy,English,94
3827,3828,Friends with Kids,2012,18+,6.1,67,FALSE,TRUE,TRUE,Jennifer Westfeldt,Comedy,English,107
5383,5384,Fritz the Cat,1972,18+,6.3,58,FALSE,FALSE,TRUE,Ralph Bakshi,Animation,"English,Yiddish",78
7105,7106,From the Hip,1987,7+,6.2,22,FALSE,FALSE,TRUE,Bob Clark,Comedy,English,111
16243,16244,Frozen,2013,7+,7.4,90,FALSE,FALSE,FALSE,"Chris Buck,Jennifer Lee",Animation,"English,Norwegian",102
16261,16262,Frozen II,2019,7+,6.9,77,FALSE,FALSE,FALSE,"Chris Buck,Jennifer Lee",Animation,English,103
1616,1617,Fun Mom Dinner,2017,18+,5.2,33,TRUE,FALSE,FALSE,Alethea Jones,Comedy,English,81
4080,4081,Fun Size,2012,13+,5.4,25,FALSE,TRUE,TRUE,Josh Schwartz,Adventure,English,86
16419,16420,Fun and Fancy Free,1947,all,6.6,67,FALSE,FALSE,FALSE,"Jack Kinney,Hamilton Luske,William Morgan,Bill Roberts",Animation,English,73
4010,4011,Fun in Acapulco,1963,7+,5.9,57,FALSE,TRUE,FALSE,Richard Thorpe,Comedy,English,97
730,731,Fun with Dick and Jane,2005,13+,6.2,28,TRUE,FALSE,FALSE,Dean Parisot,Comedy,"English,Spanish",90
16494,16495,G-Force,2009,7+,5.1,22,FALSE,FALSE,FALSE,Hoyt Yeatman,Action,"Spanish,English",88
5188,5189,G.B.F.,2013,18+,5.9,80,FALSE,FALSE,TRUE,Darren Stein,Comedy,"English,German",92
7996,7997,Gacy,2003,18+,4.7,17,FALSE,FALSE,TRUE,Clive Saunders,Biography,English,88
437,438,Gaga: Five Foot Two,2017,18+,7,74,TRUE,FALSE,FALSE,Chris Moukarbel,Documentary,English,100
4785,4786,Game Change,2012,18+,7.4,68,FALSE,FALSE,TRUE,Jay Roach,Biography,English,118
1374,1375,"Game Over, Man!",2018,18+,5.4,9,TRUE,FALSE,FALSE,Kyle Newacheck,Action,English,101
5741,5742,Ganja & Hess,1973,18+,6.2,86,FALSE,FALSE,TRUE,Bill Gunn,Drama,"French,English",110
6160,6161,Generation Wealth,2018,18+,6.6,45,FALSE,FALSE,TRUE,Lauren Greenfield,Documentary,English,105
6740,6741,Genius on Hold,2013,7+,7,83,FALSE,FALSE,TRUE,Gregory Marquette,Documentary,English,91
5378,5379,Geography Club,2013,13+,6.5,64,FALSE,FALSE,TRUE,Gary Entin,Comedy,English,84
16406,16407,George of the Jungle,1997,7+,5.5,57,FALSE,FALSE,FALSE,Sam Weisman,Action,"English,Spanish",92
149,150,Gerald's Game,2017,18+,6.6,90,TRUE,FALSE,FALSE,Mike Flanagan,Drama,English,103
7020,7021,Geronimo,1962,7+,5.8,80,FALSE,FALSE,TRUE,Walter Hill,Drama,"English,Apache languages",115
254,255,Get Him to the Greek,2010,18+,6.4,72,TRUE,FALSE,FALSE,Nicholas Stoller,Comedy,English,109
399,400,Get Me Roger Stone,2017,16+,7.4,88,TRUE,FALSE,FALSE,"Dylan Bank,Daniel DiMauro,Morgan Pehme",Documentary,English,92
3691,3692,Get Smart,2008,13+,6.5,50,FALSE,TRUE,FALSE,Peter Segal,Action,"English,Russian,Punjabi,Arabic",110
4208,4209,Getaway,2013,13+,4.4,2,FALSE,TRUE,FALSE,Sam Peckinpah,Action,"English,Spanish",123
4309,4310,Ghost Team,2016,13+,4.6,11,FALSE,TRUE,FALSE,Oliver Irving,Comedy,English,83
4683,4684,Ghost Town,2008,13+,6.7,85,FALSE,FALSE,TRUE,David Koepp,Comedy,English,102
4909,4910,Ghosts of Abu Ghraib,2007,18+,7.8,100,FALSE,FALSE,TRUE,Rory Kennedy,Documentary,English,78
972,973,Ghosts of Girlfriends Past,2009,13+,5.8,27,TRUE,FALSE,FALSE,Mark Waters,Comedy,"English,Japanese,Chinese,Spanish",115
4581,4582,Gia,1998,18+,7,92,FALSE,FALSE,TRUE,Michael Cristofer,Biography,"English,German,French",120
4984,4985,Gideon's Army,2013,7+,7.7,100,FALSE,FALSE,TRUE,Dawn Porter,Documentary,English,96
3816,3817,Gilbert,2017,18+,7.4,95,FALSE,TRUE,FALSE,Neil Berkeley,Documentary,English,94
4874,4875,Gimme Danger,2016,18+,7.2,94,FALSE,FALSE,TRUE,Jim Jarmusch,Documentary,English,108
6008,6009,Girl Flu.,2016,13+,6.2,83,FALSE,FALSE,TRUE,Dorie Barton,Comedy,English,92
4105,4106,Girl Most Likely,2012,13+,5.8,22,FALSE,TRUE,TRUE,"Shari Springer Berman,Robert Pulcini",Comedy,"English,French,Romanian,Dutch,Mandarin",103
1070,1071,Girl on the Third Floor,2019,18+,4.6,81,TRUE,FALSE,FALSE,Travis Stevens,Drama,English,93
1810,1811,Girlfriend's Day,2017,18+,5.2,43,TRUE,FALSE,FALSE,Michael Paul Stephenson,Comedy,English,65
3894,3895,Girls Just Want to Have Fun,1985,7+,6,38,FALSE,TRUE,TRUE,Alan Metter,Comedy,English,90
4651,4652,Gleason,2016,18+,8.4,96,FALSE,FALSE,TRUE,Clay Tweel,Documentary,English,110
7549,7550,Glen or Glenda,1953,7+,4.2,35,FALSE,FALSE,TRUE,Edward D. Wood Jr.,Drama,English,65
3739,3740,Gloria,2013,18+,6.8,99,FALSE,TRUE,FALSE,Edward Zwick,Biography,English,122
3951,3952,Go Tigers!,2001,18+,7.2,85,FALSE,TRUE,FALSE,Kenneth A. Carlson,Documentary,English,103
1638,1639,God Bless the Broken Road,2018,7+,5.5,17,TRUE,FALSE,FALSE,Harold Cronk,Drama,English,111
1047,1048,God's Not Dead,2014,7+,4.7,13,TRUE,FALSE,TRUE,Harold Cronk,Drama,English,113
1965,1966,God's Not Dead: A Light in Darkness,2018,7+,4.5,11,TRUE,FALSE,FALSE,Michael Mason,Drama,English,105
14814,14815,"God, Sex & Apple Pie",1998,18+,4.3,17,FALSE,FALSE,TRUE,Paul Leaf,Comedy,English,97
5780,5781,Goin' South,1978,7+,6.2,71,FALSE,FALSE,TRUE,Jack Nicholson,Comedy,English,105
5668,5669,Gone in 60 Seconds,1974,7+,6.5,43,FALSE,FALSE,TRUE,Dominic Sena,Action,English,118
5633,5634,Good Dick,2008,18+,6.4,50,FALSE,FALSE,TRUE,Marianna Palka,Comedy,"English,Polish,German",86
6178,6179,Good Kids,2016,18+,6.1,33,FALSE,FALSE,TRUE,Chris McCoy,Comedy,"English,French,Japanese",86
105,106,Good Time,2017,18+,7.4,92,TRUE,FALSE,FALSE,"Benny Safdie,Josh Safdie",Crime,English,102
3563,3564,Good Will Hunting,1997,18+,8.3,97,FALSE,TRUE,FALSE,Gus Van Sant,Drama,English,126
3561,3562,GoodFellas,1990,18+,8.7,96,FALSE,TRUE,FALSE,Martin Scorsese,Biography,"English,Italian",146
3787,3788,Gorky Park,1983,18+,6.8,75,FALSE,TRUE,TRUE,Michael Apted,Crime,English,128
7486,7487,Graduation Day,1981,18+,4.8,57,FALSE,FALSE,TRUE,Herb Freed,Horror,English,96
7702,7703,Grassroots,2012,18+,5.3,50,FALSE,FALSE,TRUE,Stephen Gyllenhaal,Comedy,English,98
6649,6650,Grateful Dawg,2000,13+,7.2,70,FALSE,FALSE,TRUE,Gillian Grisman,Documentary,English,81
7821,7822,Greedy Lying Bastards,2013,13+,5.6,67,FALSE,FALSE,TRUE,Craig Scott Rosebraugh,Documentary,"English,Spanish",90
116,117,Green Room,2015,18+,7,91,TRUE,FALSE,FALSE,Jeremy Saulnier,Horror,English,95
4757,4758,Grey Gardens,2009,7+,7.4,87,FALSE,FALSE,TRUE,"Ellen Hovde,Albert Maysles,David Maysles,Muffie Meyer",Documentary,English,95
488,489,Gridiron Gang,2006,13+,6.9,43,TRUE,FALSE,FALSE,Phil Joanou,Biography,English,125
4495,4496,Grizzly Man,2005,18+,7.8,92,FALSE,FALSE,TRUE,Werner Herzog,Documentary,English,103
17,18,Groundhog Day,1993,7+,8,96,TRUE,FALSE,FALSE,Harold Ramis,Comedy,"English,French,Italian",101
16219,16220,Guardians of the Galaxy,2014,13+,8,91,FALSE,FALSE,FALSE,James Gunn,Action,English,121
16239,16240,Guardians of the Galaxy Vol. 2,2017,13+,7.6,85,FALSE,FALSE,FALSE,James Gunn,Action,English,136
4914,4915,Guava Island,2019,18+,6.7,76,FALSE,FALSE,TRUE,Hiro Murai,Comedy,English,55
956,957,Guess Who,2005,13+,5.9,42,TRUE,FALSE,FALSE,Kevin Rodney Sullivan,Comedy,English,105
5765,5766,Gulliver's Travels,1939,all,6.7,67,FALSE,FALSE,TRUE,Rob Letterman,Adventure,English,85
6782,6783,Guncrazy,1992,18+,5.5,63,FALSE,FALSE,TRUE,Tamra Davis,Crime,English,97
6181,6182,Gunnin' for That #1 Spot,2008,13+,6.5,74,FALSE,FALSE,TRUE,Adam Yauch,Documentary,English,90
3681,3682,Hail Satan?,2019,18+,7.3,96,FALSE,TRUE,FALSE,Penny Lane,Documentary,English,95
4101,4102,Half Magic,2018,18+,4.6,55,FALSE,TRUE,FALSE,Heather Graham,Comedy,"English,Spanish",94
16356,16357,Halloweentown,1998,all,6.8,80,FALSE,FALSE,FALSE,Duwayne Dunham,Adventure,English,84
288,289,Hamburger Hill,1987,18+,6.7,100,TRUE,FALSE,TRUE,John Irvin,Action,"English,French",110
307,308,Hancock,2008,13+,6.4,41,TRUE,FALSE,FALSE,Peter Berg,Action,"Vietnamese,English,Japanese",92
6101,6102,Handsome Harry,2009,18+,6.1,81,FALSE,FALSE,TRUE,Bette Gordon,Drama,English,94
1420,1421,Hangman,2017,18+,5.2,5,TRUE,FALSE,TRUE,Johnny Martin,Crime,English,98
16525,16526,Hannah Montana & Miley Cyrus: Best of Both Worlds Concert,2008,all,2.4,73,FALSE,FALSE,FALSE,Bruce Hendricks,Documentary,English,74
16436,16437,Hannah Montana: The Movie,2009,all,4.5,44,FALSE,FALSE,FALSE,Peter Chelsom,Comedy,English,102
884,885,Hannibal Buress: Comedy Camisado,2016,18+,6.6,100,TRUE,FALSE,FALSE,Lance Bangs,Comedy,English,83
7524,7525,Hansel and Gretel Get Baked,2013,18+,4.3,71,FALSE,FALSE,TRUE,Duane Journey,Comedy,English,86
1224,1225,Happy New Year,2014,all,5,47,TRUE,FALSE,FALSE,Garry Marshall,Comedy,English,118
5438,5439,Happythankyoumoreplease,2011,18+,6.8,42,FALSE,FALSE,TRUE,Josh Radnor,Comedy,English,100
7334,7335,Harbinger Down,2015,18+,4.5,43,FALSE,FALSE,TRUE,Alec Gillis,Horror,English,82
4574,4575,Hard Eight,1996,18+,7.2,84,FALSE,FALSE,TRUE,Paul Thomas Anderson,Crime,English,102
4485,4486,Harold and Maude,1971,7+,7.9,84,FALSE,FALSE,TRUE,Hal Ashby,Comedy,English,91
7214,7215,Harvard Man,2001,18+,4.9,33,FALSE,FALSE,TRUE,James Toback,Comedy,English,99
6376,6377,Hatchet II,2010,18+,5.5,40,FALSE,FALSE,TRUE,Adam Green,Action,English,85
6084,6085,Hatchet III,2013,18+,5.7,57,FALSE,FALSE,TRUE,BJ McDonnell,Action,English,81
3911,3912,Haze,2017,18+,5.9,88,FALSE,TRUE,TRUE,David Burkman,Drama,English,106
6452,6453,Hearing Is Believing,2017,all,8.7,60,FALSE,FALSE,TRUE,Lorenzo DeStefano,Documentary,English,104
749,750,Heartbreakers,2001,13+,6.2,53,TRUE,FALSE,FALSE,David Mirkin,Comedy,"English,Russian",123
5994,5995,Heartburn,1986,18+,6.1,45,FALSE,FALSE,TRUE,Mike Nichols,Comedy,English,108
3724,3725,Hearts Beat Loud,2018,13+,6.9,91,FALSE,TRUE,FALSE,Brett Haley,Comedy,English,97
3596,3597,Heathers,1989,18+,7.2,93,FALSE,TRUE,TRUE,Michael Lehmann,Comedy,English,103
16409,16410,Heavyweights,1995,7+,6.6,29,FALSE,FALSE,FALSE,Steven Brill,Comedy,English,100
6525,6526,Heckler,2007,18+,6.1,60,FALSE,FALSE,TRUE,Michael Addis,Documentary,English,80
41,42,Hell or High Water,2016,18+,7.6,97,TRUE,FALSE,FALSE,David Mackenzie,Action,English,102
3869,3870,Hello I Must Be Going,2012,18+,6.2,75,FALSE,TRUE,TRUE,Courteney Cox,Comedy,English,95
6061,6062,Hemingway & Gellhorn,2012,18+,6.3,50,FALSE,FALSE,TRUE,Philip Kaufman,Biography,English,155
3897,3898,Henry Gamble's Birthday Party,2015,18+,6.1,83,FALSE,TRUE,TRUE,Stephen Cone,Drama,English,87
6346,6347,Henry's Crime,2010,18+,6,41,FALSE,FALSE,TRUE,Malcolm Venville,Comedy,English,108
19,20,Her,2013,18+,8,95,TRUE,FALSE,FALSE,Spike Jonze,Drama,English,126
16473,16474,Herbie Fully Loaded,2005,all,4.8,41,FALSE,FALSE,FALSE,Angela Robinson,Adventure,English,101
16575,16576,Herbie Goes Bananas,1980,all,5,40,FALSE,FALSE,FALSE,Vincent McEveety,Adventure,"English,Spanish",100
16468,16469,Herbie Goes to Monte Carlo,1977,all,5.7,60,FALSE,FALSE,FALSE,Vincent McEveety,Action,"English,French",105
16437,16438,Herbie Rides Again,1974,all,5.7,80,FALSE,FALSE,FALSE,Robert Stevenson,Comedy,English,88
4475,4476,Hereditary,2018,18+,7.3,89,FALSE,FALSE,TRUE,Ari Aster,Drama,"English,Spanish",127
6871,6872,Hick,2011,18+,5.6,5,FALSE,FALSE,TRUE,Derick Martini,Comedy,English,99
9082,9083,Hide Away,2012,13+,5.7,42,FALSE,FALSE,TRUE,Chris Eyre,Drama,English,88
6187,6188,Hiding Out,1987,13+,6.4,33,FALSE,FALSE,TRUE,Bob Giraldi,Comedy,English,98
16349,16350,High School Musical,2006,all,5.4,63,FALSE,FALSE,FALSE,Kenny Ortega,Comedy,"English,Spanish",98
16355,16356,High School Musical 2,2007,all,5,82,FALSE,FALSE,FALSE,Kenny Ortega,Comedy,English,104
16380,16381,High School Musical 3: Senior Year,2008,all,4.8,64,FALSE,FALSE,FALSE,Kenny Ortega,Comedy,English,112
4478,4479,His Girl Friday,1940,7+,7.9,98,FALSE,FALSE,TRUE,Howard Hawks,Comedy,"English,French",92
863,864,Hit & Run,2012,18+,6.1,48,TRUE,FALSE,FALSE,"David Palmer,Dax Shepard",Action,English,100
214,215,Hitch,2005,13+,6.6,68,TRUE,TRUE,FALSE,Andy Tennant,Comedy,English,118
16343,16344,Hocus Pocus,1993,7+,6.9,34,FALSE,FALSE,FALSE,Kenny Ortega,Comedy,"English,French",96
16296,16297,Holes,2003,7+,7,78,FALSE,FALSE,FALSE,Andrew Davis,Adventure,English,117
1022,1023,Holiday in the Wild,2019,7+,6.1,43,TRUE,FALSE,FALSE,Ernie Barbarash,Comedy,English,85
6319,6320,Holly,2006,18+,6.8,65,FALSE,FALSE,TRUE,Bobby Roth,Drama,"English,German,French,Italian",120
5074,5075,Hollywood Shuffle,1987,18+,7,88,FALSE,FALSE,TRUE,Robert Townsend,Comedy,English,78
5518,5519,Home Again,2017,13+,5.8,32,FALSE,FALSE,TRUE,Hallie Meyers-Shyer,Comedy,English,97
16484,16485,Home Alone 3,1997,7+,4.5,29,FALSE,FALSE,FALSE,Raja Gosnell,Comedy,"English,Polish",102
7502,7503,Home Sweet Hell,2015,18+,5.4,5,FALSE,FALSE,TRUE,Anthony Burns,Comedy,"English,French",98
5263,5264,Home for the Holidays,1995,13+,6.6,63,FALSE,FALSE,TRUE,Jodie Foster,Comedy,English,103
16469,16470,Home on the Range,2004,7+,5.3,53,FALSE,FALSE,FALSE,"Will Finn,John Sanford",Animation,"English,Mandarin",76
815,816,Homecoming: A Film by Beyoncé,2019,13+,7.4,98,TRUE,FALSE,FALSE,"Beyoncé,Ed Burke",Documentary,English,137
16450,16451,Homeward Bound II: Lost in San Francisco,1996,all,5.9,53,FALSE,FALSE,FALSE,David R. Ellis,Adventure,English,88
16307,16308,Homeward Bound: The Incredible Journey,1993,all,6.9,87,FALSE,FALSE,FALSE,Duwayne Dunham,Adventure,English,84
4519,4520,Honey Boy,2019,18+,7.3,94,FALSE,FALSE,TRUE,Alma Har'el,Drama,"English,Spanish",94
16502,16503,Honey I Blew Up the Kid,1992,7+,4.8,40,FALSE,FALSE,FALSE,Randal Kleiser,Adventure,English,89
16540,16541,"Honey, We Shrunk Ourselves",1997,7+,5,25,FALSE,FALSE,FALSE,Dean Cundey,Action,English,74
6141,6142,Honeydripper,2007,13+,6.6,69,FALSE,FALSE,TRUE,John Sayles,Crime,English,124
7366,7367,Honeyglue,2015,18+,6.3,36,FALSE,FALSE,TRUE,James Bird,Drama,English,107
5710,5711,Honor Flight,2012,7+,8.4,80,FALSE,FALSE,TRUE,Dan Hayes,Documentary,English,82
1857,1858,Hoodwinked Too! Hood VS. Evil,2011,7+,4.7,11,TRUE,FALSE,FALSE,Mike Disa,Animation,English,86
